Id,CompanyName,CompanyTypeId,PrivateEquityCompanySectors,PrivateEquityPortfolioCompanies,VerticalId,SubVerticalId,NumberOfEmployees,LTMRevenue,LTM EBITA,CurrencyId,EnterpriseValue,YearFounded,ParentCompany,AssetsUnderManagement,AddressLine1,AddressLine2,City,PostCode,Country,ContactId,Website,AdditionalDescription,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
COM_560,Uncle Julio's,1,,,2,27,,,26.6,,,,,,,,,,,,,,,,,
COM_561,Unidine,1,,,2,23,,,24.0,,,,,,,,,,,,,,,,,
COM_562,United Capital,1,,,1,13,,,,,300,,,,,,,,,,,,,,,
COM_563,United Natural Foods,1,,,2,23,,,331.0,,,,,,,,,,,,,,,,,
COM_564,United Pacific Pet,1,,,2,23,,,4.0,,,,,,,,,,,,,,,,,
COM_565,United Site Services,1,,,1,8,,,,,,,,,,,,,,,,,,,,
COM_566,Urgent Care Group,1,,,3,29,,,,,,,,,,,,,,,,,,,,
COM_567,Vaco,1,,,1,11,,,,,,,,,,,,,,,,,,,,
COM_568,Valor Equity Partners,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_569,Vantiv / Worldpay,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_570,Variety Wholesalers,1,,,2,25,,,75.0,,,,,,,,,,,,,,,,,
COM_571,Venturehouse,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_572,Vision Direct,1,,,3,29,,,,,,,,,,,,,,,,,,,,
COM_573,Vista Equity,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_574,Vitamin Shoppe,1,,,2,25,,,75.75,,,,,,,,,,,,,,,,,
COM_575,WIS International,1,,,1,5,,,,,300,,,,,,,,,,,,,,,
COM_576,Warburg,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_577,Warburg Pincus,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_578,Water Street,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_579,Waud Capital,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_580,Wells Fargo,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_581,Wells Fargo,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_582,Western Reserve Partners,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_583,Western Reserve Partners,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_584,Wheel Pros,1,,,2,24,,,53.3,,,,,,,,,,,,,,,,,
COM_585,William Blair,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_586,William Blair,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_587,Wind River Environmental,1,,,1,4,,,,,,,,,,,,,,,,,,,,
COM_588,Wipro,3,,,,,,,,,,,,,,,,,,,,,,,,
COM_589,Wipro Assets,1,,,1,5,,,,,540,,,,,,,,,,,,,,,
COM_590,Wolf Furniture,1,,,2,25,,,2.9,,,,,,,,,,,,,,,,,
COM_591,Woodbridge International,2,,,,,,,,,,,,,,,,,,,,,,,,
COM_592,World Business Lenders,1,,,1,19,,,,,,,,,,,,,,,,,,,,
COM_593,Young Innovations,1,,,3,31,,,60.0,,,,,,,,,,,,,,,,,
